description,pallets,weight,cube
water treatment ,1,1310,52.22
GENERAL CARGO,1,135,16.6
PLASTIC CHAMPAGNE,2,520,164.44
cold stuff,6,5413,414.4
DRY SUPPLIES,6,600,60
FROZEN SEAFOOD,1,25,1
grocery,11,13139,502
cottage cheese,2,2256.72,137
greek yogurt,5,4175.13,66.66
,1,480,27
aerosol,1,581.25,41.11
tortillas,17,13846.09,874
yogurt all kind ,6,4942,310
GENERAL CARGO,3,1930,183.33
parley,5,9787,322
extract flavoring,1,935,38.89
propane yank,1,365,43.33
draoery hardware,1,300,50
store fixtures,1,304,50
GENERAL CARGO,1,381,68.88
TOWEL PAPER,27,12843.6,2550
coriander seed,1,373,23.33
juice,6,5995,252
la yogurt,3,5034,120
land o frost,2,1065.51,51
fage,2,1418,60
franks,1,1824,45
yogurt,1,1919,40
pita pall hummus,1,240,20
INDIAN RIVER,1,1475,30
YOGURT,1,3001,40
GENERAL CARGO,4,1275,200
GROCERY STORE,6,7005,301
"spoons,knoves",1,410,50
GROCERY STORE,6,4392,411
4x 1/3 hp motors,1,108,18.88
juice all kind,18,42304,874
frozen product,1,180,14.44
cheese,25,18444,723
PARMESAN CHEESE,5,983.72,52
yogurt,10,11728,1035
FROZEN CALAMARI,5,5513.4,365
flour mix,1,1133,50
filter paper,1,650,18.88
oscar mayer,3,3270,157
frozen seafood,4,3973.69,202.2
GROCERY STORE,16,8591,803
cloth-naked zebra,1,161,17.77
cloth-moon,1,85,16.66
turkey frozen,25,41447.39,1600
industrail convey,2,1600,276
frozen pork,25,44414,1020
tripas asrtificiales,4,1947,115.55
GROCERY STORE,7,7405,410
GROCERY STORE,2,1261.34,117.77
paper plate,2,1716,152.22
shoes,5,3285,374.44
parkay,4,4168,140
cherries,3,2264,83.33
meat,3,4948,212
core power,1,1903,75.55
clothing,1,409,27.77
siup all kind,7,13194,874
GROCERY STORE ,2,4068,117.77
extract flavoring,1,799,55.55
clothing-potter,1,304,41.11
clothing-celebrity ,1,1211,88
clothing-east lion,2,1172,214.44
clothing-timing ,1,595,48.88
pink berry clothing,1,306,42.22
griffin clothing,1,290,12.22
GENERAL CARGO,2,130,20
grocery,27,38221.71,1233.35
joia,1,149,22.22
meat,2,2968,117.77
jello,3,1604,172.22
DRY FRUITS,5,5131,218.88
MAC AND CHEESE,2,1670.4,2.62
FROZEN CHICKEN,21,39720,170
GROCERY STORE,13,10026,789
think n trim,1,675,35.55
bailey,1,864,43.33
sabra,1,887,72.22
yo crunch,2,1620,107.77
la yogurt,5,5034,181.11
paper,2,1126,87.77
busch ,1,225,6
ref groceries,12,12710,568
yogurt,11,12451,501
salt,18,42326,1100
oscar mayer,5,2914,137
hbc/hba,1,865,86.66
tea bags,6,764,177.77
margarine,5,5906,182
disposables trays,1,94,51.11
joia clothing,3,1479,236.66
april counting ,1,654,60
April Clothing,2,1195,108.88
paper towel,30,8640,1200
buckley farms,5,6636,313.33
FROZEN PRODUCTS,4,4246,286.66
generalc argo,1,274,44.44
industrial  machinary,1,185,9
DRY GROCERY,20,23658,842
COTATGE SOUR CREAM,2,2269.64,102
YOGURT NONFAT,6,4942,320.2
greek yogurt,8,4433.34,510
ypgurt,4,3250,157.77
store grocery,10,6118,326.65
BIOCIDA,1,1470,38.88
bromo cloro,1,636,27.77
DRY GROCERY,2,1556,80
oscar mayer,3,2872,138
"rolls,bread",10,2534,55.55
GROCERY STORE,5,9261,253
store display,25,6250,1972
la yogurt,6,5034,310
SPONGES,1,137,26.66
sporting goods,1,2934,77.77
NUTS ALL KIND,6,2929,267.77
DI BABYBACK RIBS,4,6720,346.66
,1,556.95,55
,1,360,20
GENERAL CARGO,1,410,50.66
yogurt,12,12061,870
DRY GROCERY,2,2804,123.33
cream  cheese,18,14099,539
parmesan cheese,1,440,24
GENERAL CARGO,1,280,112
fresh meat,4,5085,210
DRY GROCERY,20,24705,1100
paper  plate,6,5500,310
silica ,6,3838,346
parkay,2,2638,81
bolsas filtradas,1,565,78.88
sugar cpnes,1,550,80
plastic film,11,14811,447
cleaning and safety,1,135,14.44
baking cups,2,687,128
light fixtures,2,840,106.66
GROCERY STORE,3,1095,108.8
hardware,1,270,11.11
fresh meat,4,5443.9,224.44
GENERAL CARGO,7,5556,1116
frozen food,1,1218.36,100
tofu,2,3480,113.33
homogenizer,1,3585,242.25
beef,9,15263,650
juice,17,39954,1100
FLAVORING COMPUND,2,1820,88
flavoting compund,3,3292,222.22
plastic articles,1,255,53.33
haagen dazs,1,457.03,22.22
bread crumb,4,1984,162.22
dry groceries,24,26953,936
Fish and seaweed,1,450,2
restaurant supplies,2,3425,2
Sake wine,1,744,1.13
aluminum oroduct,1,536,7.77
GENERAL CARGO ,1,161,17.7
potassioum nitrate,1,156,16.66
belgio,2,985,60
wipes,10,7030,500
DRY GROCERY,1,602,57.77
montchevre,1,651,20
wild & raw,1,432,10
belgioso,1,500,20
belgioso,1,1500,15
la yogurt,5,5034,350
CHOCOLATE,3,2457,95.55
PLASTIC FILMS,1,499,24.71
COKE,11,22932.57,940
fixtures,7,1661,526
wine,2,3928,115
yogurt,13,12713,870
plastic bottles,1,611,67.77
fresh meat,5,8083.2,280
lighter,1,372,72.22
plastic film,10,8192,500
YOGURT,6,4942,310
TORTILLA,21,16909.55,734
kraft parmesan,5,2558,135
kraft oscar mayer,3,3510,172
mops and brushes,2,660,113
mozz loaf lmps,17,33047.22,619.44
aerosol whipped,1,581.25,11.9
"cottage ,sour",2,2269.64,57.26
greek ypgurt,7,4446.93,415
frozen pasta,3,2236.9,109.8
kraft dairy,22,17173,806
onions,20,40000,1300
pet acessories,3,867,74.44
kraft parkay,4,3775,121
DRY GROCERY,28,37943,12555
cheese,8,9885.96,566.42
cheese,8,6918.34,310
"grrek cream , cheese",24,20852.72,785
beef,6,10236.1,210
SEASONING,3,2260,226.83
LIGHT FIXTURES,3,1335,229.66
flavoring compund,3,2730,116
grocery,6,6802,336.66
sausage,1,675,20
bars,2,1824,105
la yogurt,5,5034,410
belgioso,1,500,23
roth kase,1,200,10
juice,6,5995,310
fage,2,1418,106
boxes,1,298,23.33
coffee creamer,25,28088.73,1206
frozen food,1,486,66.66
extracts flavoring,1,384,22.22
yogurt,11,12466,501
industrial supplies,1,358,16
industrial supplies,1,454,84.44
refrigarated product,1,1338.75,84.44
foodstuff,1,610,64.44
led hi bay lamps,5,1221,264
frozen product,3,1862,124
ref product,2,108,35
DRY GROCERY,18,12426,974
aluminum foil,7,6632,368.88
kraft oscar mayer,5,3637,176
flat bread,1,782,83.33
parkay,5,6160,173.95
GENERAL CARGO,5,410,410
ref grocery,5,3049,148
ref grocery,21,16506,709
olives,1,990,83.33
FROZEN PASTRIES,5,3490,282
FRESH MEAT,6,9521,310
MARGARINE,3,5681.19,193
PLASTIC FILM,2,2794,76.18
REF GROCERY,1,150,33.33
DRY GROCERY,17,12043.75,814
ALMOND MILK,14,23856,850
DRY PRODUCT,1,100,16.66
frozen waffles,3,2506.25,120
GENERAL CARGO,1,92,27.77
haagen ,1,234,31
,4,9500,302
CHARCOAL,14,11282,698.77
home articles,1,331,80
fresh meat ,7,12717.4,650
paper filter,1,502,80
school supplies,9,6869,444.44
EXTRACT FLAVORING,1,980,48.88
TOWEL NPAPER,28,8224,1200
TEA ALL KINDS,3,500.3,95.55
SUGAR SUBSTITUTE,4,1384,120
DISPLAYS,1,247,22
GENERAL CARGO,1,575,28.88
MAYO,13,22610,709.1
DRY GROCERY,21,20424.27,768.04
EXTRACT FLAVORINGS,3,3299,150
TORTILLA,3,2345,120
givaudan,1,1359,38.88
pancake mix,1,840,82.22
bread,3,2700,120
DRY GROCERY,9,5373,784
uogurt,2,1919,20
indian river,1,1475,20
pasta,2,1397,150
la yogurt,5,5034,150
belgioso,1,500,20
kefir,1,3025,20
pasta,1,420,20
pasta,1,387,20
formaggio,2,733,60
"pita hu,,us",1,240,30
roth kase,1,315,20
cheese,4,3482.98,145.59
KRAFT PARMESAN,5,1828,98
KRAFT DAIRY,35,37951,1396
yogurt,11,12663,502
nestle quick,1,861,30
DRY GROCERY,14,11669,1020
detergents ,10,10974,658
imeq,1,101,6
bobina,7,6724,328.15
cilantro,1,532,28.88
onions,20,40320,1200
cottage cheese,2,2269.64,57.26
greek yogurt,7,4446.93,560
yogurt nonfat,7,4937,520
home articles,24,11870,1125
cany,6,7597,0.05
fresh meat,5,9596.6,410
CHOCOLATE ,3,1500,184.44
onions,20,40320,1100
towels,28,8224,1200
onions,20,40320,1100
plastic articles,10,4980,539.99
frozen fish,1,1653,71.11
onions,20,40320,1100
DRY GROCERY,13,5858,627.76
"croutons ,tortillas",5,1542,242.21
PLASTIC FILMS,15,13868,586.11
hummus,1,1092,62.22
GENERAL CARGO,1,140,38.88
iced tea,2,3102,117.76
spread,10,10442,232
sugar gem,1,357,22.22
GENERAL CARGO,3,1729,183.33
quinoa,1,589,55.55
parkay,6,6601,206
DRY GROCERY,3,852,27
DRY GROCERY,12,13774,457.31
fresh meat,4,5922,256.66
HBC/HBA,6,4935,282.22
hbc/hba,4,2742,143.33
hbc/hba,3,1889,80
hbc/hba,1,60,20
hbc/hba,2,550,41.11
hbc/hba,1,323,24.44
hbc/hba,3,1058,111.11
hbc/hba,2,1899,113.33
hbc/hba,1,41,17.77
hbc/hba,1,223,20
textiles,2,370,140
kraft,6,9436,321
yogurt,12,12941,516
la yogurt,5,5034,180
follow your heart,1,614,75.55
belgioso,1,500,24.44
sabra hummus,1,887,80
land o frost,2,1002,102
YO CRUNCH ,3,675,60
kradt dairy,7,3802,95
ref groceries,31,31164,1262
parmesan cheese,8,2212,117
miscellaneous,6,10000,9.65
DRY GROCERY,18,9720.09,808.87
,2,400,3.86
ag frozen,6,3897,270
GENERAL CARGO,1,282,43.33
GENERAL CARGO,15,5475,650
HBC/HBA,23,11354.32,752.22
artificial sausages,1,885,44.44
dry articles,6,1083,400
porl loin,25,43663.3,1120
GENERAL CARGO,1,314,60.18
industrial parts,1,140,7.4
DRY GROCERY,4,3085,202.22
GROCERY STORE,1,866,35.55
DRY GROCERY,12,12368.13,534.33
kraft macaroni,16,17184,672
DRY GROCERY,2,340,100
trail mix,4,2293,257.77
ag ref food,3,1097.83,33.9
paper,2,878,100
shrimp,13,5223.8,453
detergent,4,3050,160
REF GROCERY,4,4818.3,150.87
PLASTIC FILMS,2,2349,90.23
PROMOTIONALMATERIAL,1,0.93,14.44
unfi dry,23,23355,1663.22
GENERAL CARGO,2,1389,194.44
PLASTIC BAGS,4,6789,257
FOODSTUFF,2,846,65.55
FOODSTUFF,3,4539,113.33
gelatine dessert,5,1963,155.88
sauces ,1,455,31.11
mustard,14,9904,387.76
dairy,1,217.2,20
montchevre,1,651,55.55
la yogurt,5,5034,175.55
yo crunch,2,1620,72.22
belgioso ,1,500,31.11
belgioso,2,1500,65
bailey,1,864,41.11
juice,5,5849.8,274.44
fage,1,1418.8,92.22
la bottega dairy,1,300,65.55
YOGURT,10,12892,594
plastic articles,1,211,50
assorted goods,2,616,88.88
portal pavific,5,1100,315.55
oscar mayer,3,2910,140
kraft parmesan,2,884,46
tropics,3,8060,198.88
MIX CHEESE,22,22398,840
BOBINA SELLO,3,4284,137
OLIVES,9,9594,281.09
PRINTING INK,1,88,22.22
REG GOODS,4,3067,310
BUTTER,1,564,36.84
FROZEN FRUITS,3,1565,210
FROZEN PRODUCT,7,2673,758
water ,1,1154,41.11
floor machines,4,4170,433.89
seeds,1,1047,30
haagen-dazs,2,952.59,118.88
extract flavoring,1,241,28.88
FROZEN PRODUCT,3,2044,215.55
Ref Grocery,2,3212,134.44
mixing machine,1,1594,108.33
parkay,4,3406.38,115.23
fresh meat ,8,17111.2,565.55
juice,3,6357,190
cotatge ,2,2050.3,52.78
fresh meat ,7,11260,455.55
mozz loaf lmps,17,35496,678.07
greek yogurt,6,4329.15,320
cheese cheddar ,16,18941.9,586.02
aerosol,1,581.25,33.33
GENERAL CARGO ,4,3462,161
tortilla,22,17689.07,769.23
cheese ,19,16813.48,769.55
yogurt nonfat,6,4942,243.3
films,5,9408,337.33
tofu,2,3480,113.33
cheese ,42,38842.44,2030
chorizo,2,1241,113.33
fuel ppn tray,1,273,28.88
DRY GROCERY,32,35590,1238
DRY GROCERY,13,10244,662.21
SHOES,2,1282,365.22
apple and eve,1,981,42.22
home articles,10,6800,776.88
fish,3,2070,174.44
DRY GROCERY ,6,3865,408.44
kitchen aid ,1,588,71.11
DRY GROCERY,2,2546,108.88
DRY GROCERY,3,4406,144.44
delallo,1,928.7,62.22
sabra hummus,2,887,76.66
yogurt,5,5034,176.66
belgioso,1,500,23.33
frozen berries,13,14744,697.77
SAUCES,6,11516,296
ELECTRICAL PLUGS,1,554,53.33
stapples,1,377,11.21
FOOD CLUB,7,10476,446.66
loknet webbing,3,2315,260
food,1,150,15.55
frozen product,1,107,15.55
parkay,5,7405.38,206
yogurt,12,12648,502
CP NUTRITION,2,2034,137.77
DRY GROCERY,2,705,102.22
home artices,1,160,62.22
kraft marketing,8,2805,494.77
Ref Groceries,18,19692,633.45
ref groceries,2,2664,128
parmesano,2,1015,55
cold cuts,9,6128,431.11
groceries,11,22677,664.44
meat,7,5333.75,366.66
incrustraciones ,1,852,42.22
incrustaciones,1,457,29
cooler jacket,1,103,17.77
frozen food,2,515,53.33
meat,6,7984.16,334
margarine ,4,7814.64,260
gnb batteries,8,20362,320
GENERAL CARGO,1,950,35.55
DRY GROCERY,13,22610,709.1
DRY GROCERY,15,11249,580.25
frozen product,12,3709.85,323
plastic films,2,2237,86
cereal,9,5103,583.33
yogurt,13,13760,546.66
daily products,2,733.5,76.66
caster weels,1,945,39
kefir yogurt,1,3025,95.55
hummus,1,240,26.6
hummus,1,360,31
belgioso cheese,1,985,53
indian river,1,1475,62
yo kids yogurt,3,1919,114
foodstuff,9,2540,511
belgioso mozzarella,1,500,31
ref groceries,13,11063.19,151.35
ref groceries ,3,3157,151
REF GROCERIES,2,1445.02,76.46
ALMOND MILK,1,1686,76
FRESH MEAT,3,7614.9,216
GEN MERCH,1,87,27
artificial sausages,2,2034,101
GENERAL CARGO,13,5225,267.77
GENERAL CARGO,1,81,13
bobina liner,7,5868,298
bags,6,3378,244
hba hba product,2,845,86
air fresh ,5,1186.4,310
dry product ,5,4656,349
GENERAL CARGO,4,3862,314
GENERAL CARGO,2,1873,77
sporting goods,2,650,161
cat and dog foods,15,9470,292
DRY GROCERY,2,650,161
BAGS,7,3017,367
maple syrups,1,1148,44
paper,6,4872,327.44
yogurt,5,5049,216
kraft macaroni,3,4503.99,212.92
dry groceries,11,11424.6,442.42
Printing Ink Related Material,1,48,13
fresh meat,5,7555,276
"cottage,sour cream",2,2050.3,88
yogurt non fat ,6,5119,268
greek yogurt,7,4315.56,287
plastic films,4,3577,153.51
kraft macaroni,26,41322.85,1722.82
kraft macaroni,26,41322.88,1722.82
cheese,4,2676.58,196.67
Plastic Bags and Films,24,25401,634
GENERAL CARGO,3,564,143.43
REFRIGERATEDBaked Goods,10,2732,144
Ref Groceries,3,3494.54,197
Plastic Bags,3,3078,130
Dairy,1,500,23
Dairy,5,5867.8,299
Dairy,1,1824,67
DAIRY PRODUCT,1,864,42
DRY GROCERY,8,7005,420
DRY GROCERY,8,7005,318
DAIRY PRODUCT,3,1620,110
dairy,2,1418.8,98
YOGURT ALL KINDS,11,13536,616
extract flavorings,2,1327.5,78
juice,1,1437.41,59
BAKING CHIPS,1,2108.76,74
parmesan cheese,5,1755,154
Ref Groceries,18,18846.75,1073
"REFRIGERATED Cargo 	",4,1768.75,268
"bars 	",2,2150,121
Lighting Fixtures,4,1005,257
ice cream,2,1664,98
GENERAL CARGO,1,279,69
rice,2,2974,93
DRY GROCERY,2,1026,143
Plastic Bags All,2,1691,161
DRY GROCERY,25,22144,961
Kraft Mayonnaise,12,23060,813
Onions,12,26208,1
"Extracs, Flavoring Liquids",1,107,34
ALMOND MILK,19,32376,802
onions,17,37128,1
Parkay,3,2796.48,97.5
aersol,1,581.25,39
yogurt,5,5049,177
DRY GROCERY,2,2819,116
"extracts,flavoring",1,107,17
frozen fish,1,1985,74
extracts flavoring,2,1567,76
peas and corn,5,4545,318
iced tea,7,4123,410
sponge ,1,160,30
flour mix,1,730,40
land o frost,2,1065,83
thin in trim,1,675,33
belgioso,1,500,22
simply gourmet,1,217,17
citterio,1,1255,33
filter paper,1,153,14
genearl cargo,4,1713,324
refer groceries,3,3004,160
ICE CREAM NEAPOLITAN LIGHT PAIL,3,5670,237.07
ICE CREAM VANILLA LIGHT PAIL,1,1890,79.02
ICE CREAM CHOCOLATE LIGHT PAIL,1,1890,79.02
ICE CREAM STRAWBERRY SWIRL LIGHT PAIL,2,3780,158.05
ICE CREAM STRAWBERRY PREM SCR,2,4200,180.06
ICE CREAM COOKIES & CREAM PREM SCR,2,3517.5,179.52
ICE CREAM CHOCOLATE PREM SCR,1,1122.16,89.22
ICE CREAM BEAR FOOT BROWNIE PREM SCR,2,2271.36,180.06
paper,5,2780,343
GENERAL CARGO,2,1040,119
GENERAL CARGO,1,80,9
foodstuff,1,680,31
yogurt ,12,13636,1021
DRY GROCERY,14,9208,1003
REF GROCERIES,2,2774.65,135.58
ref groceries,11,14626.87,408.22
GENERAL CARGO,1,772,66.5
GENERAL CARGO,3,1989,156.74
soap,1,912,28
Cleaning Supplies,5,7315,247.15
Juice,1,363,23.5
GENERAL CARGO,1,242,8
Softener,3,6002,223.2
Detergent ,13,19925,742.85
FROZEN VEGGIES,11,19264,1010
DI Babyback ribs,4,6720,524
CHOCOLATES and bars,4,689,29
DRY GROCERY,9,7545,402
froze n product,19,11383,1320
yogurt,1,1528,63
sponge,1,114,33
DRY GROCERY,11,8392,417.96
2 pallets,2,1380,179
GENERAL CARGO,1,113,36
parkay,2,2631.42,90
fresh beed,6,11080,304
dairy product,1,556,36
yogurt,7,5124,320
"danish,grvream cheese",24,20725,1011
cheese ,12,14031,540
yogurt,5,5049,133
meat,4,7657,291
frozen food,3,3576,226
dairy product,2,1762,127
frozen product,6,5036,339
DRY GROCERY,14,15272,940
TORTILLA ,21,17689,770
flavoring liquids,2,2036,96
trays,2,1120,211
tofu,2,3480,141
DRY GROCERY,13,22610,709.1
MOZZ LOF LMPS,17,33520,678
cottage cheese,2,2050,113
cheese ,3,2256,238
flavoring,6,5335,320
cookies,1,989,61
yogurt,2,1417,82
lunch booxes,1,161,33
brownies ,7,4699,406
SPOTING GOOD,2,650,161
REF GROCERIES,14,15978.95,472.42
PARMESAN CHEESE,7,2505.48,132.55
DRY GROCERY,6,4566.33,320
DRY GROCERY,2,912,88
toothpicks ,2,680,87
plastic cups,9,5175,710
sabra,1,887,70
la boretta dairy,1,300,23
belgioso cheese,2,985,59
belgioso cheese,1,500,23
montchevre,1,651,53
cheese,1,1500,53
DRY GROCERY,3,785,163
DRY GROCERY,25,13193,1100
yogurt,11,12875,528.76
REF GROCERIES ,2,2775.35,137.14
PROTEIN POWDER,1,314,45
GENERAL CARGO,4,1393,377
kitchen,18,7915,860
GENERAL CARGO,3,1115,152
Printing Ink and supplies,1,160,17
PLASTIC BAGS,11,5154,870
Johanna foods,5,5049,231
general  cargo,2,815,118
juice,2,2786,62
ingerson,1,5916,350
ref grocery,4,3945.24,125.83
shrimp,10,10470.4,452
CAT/DOG FOOD,15,9470,1020
PET FOOD,1,385,39
NARGARINE,5,8815.14,338.55
hbc/hba,1,630,79
plastic film ,4,4399,176
water treatment,1,2780,44
FROZEN FOOD,1,135,18
GENERAL CARGO,1,724,47
paper towel ,30,8640,1200
baking mix,8,4736,387
tectiles,2,1205,200
DRIED PRODUCT,2,1210,61
JUICE,6,5849,410
indian river,1,1475,67
Yo Crunch,3,1620,139
fage,2,1419,73
sf yo kids,1,1541,83
kefir,2,2915,67
pita,1,240,17
coriander,1,750,36
industrial ,1,87,26
maraschino,4,2150,74
marketing mercahndise,1,325,40
yogurt,10,12742,875
vaccum pumps,2,500,49
ref griceries,8,10286,393
transmission,1,1224,14
ref groceries,2,3155.45,151
parmesan cheese,3,308.86,16.43
celery seed powder,1,1150,67
paper towel,29,8480,1200
pump and accesories,1,175,9
stuffed toys,1,203,80
cookware,2,1090,111
ref grocery,9,9620.1,332.4
small kitchen applpiances,17,8151,1036
frz ravioli,4,2859,168
cheese,6,13621,410
fresh meat,9,14832,530
YOGURT,2,2438,89
yogurt,6,4942,400
yogurt,6,4437,410
cottage cheese,2,2050,111
GENERAL CARGO,1,393,56
GENERAL CARGO,3,1447,183
yogurt ,5,5049,122
bateria ,1,2841,31
fresh meat ,7,12219,840
STAINLES STEEL ROLLER,1,230,85
extract flavoring,1,937,44
SHOES,5,3680,487
ref grocery,3,1401.21,74.94
ref grocery,18,21628,732
anco,1,319.75,13.13
HBA/HBA,2,1028,122
ref grocery,3,3008.67,149.63
taco dinner,2,3599,120
GENERAL CARGO,1,148,17
GENERAL CARGO,8,6400,460
COKE,8,16268,456
filter paper,2,810,93
stainless steel,3,2990,192
DRY GROCERY,6,8481.86,288.56
hershey milk,2,5295,84
DRY GROCERY,7,6665,740
paper towels,30,13337,1200
GENERAL CARGO,1,134,11
ref grocery,5,6976.2,193.17
yogurt,13,13695,1102
"bread,salami,cheese",4,2500,238
toaster pastry,1,960,56
foodstuff,1,1833,89
ref grocery,26,27736.87,1026.5
GENERAL CARGO,31,16107,1202
anco cheese,5,3731,256
coriandar,1,800,40
DRY GROCERY,1,413,53
paper filter ,3,761,78
DRY GROCERY,1,113,13
DRY GROCERY,15,21172,806
DRY GROCERY,9,13226,354
dry Grcoery,1,359,51
Cello ,2,2005,113
LABELS,14,21840,840
BURGERS,5,6720,185
FIT CRUNCH,2,2150,147
dry groceries ,13,9734.86,350.11
hair supplies,9,3245,580
seasoning ,1,1188,53
DRY GROCERY,20,41444,1110
yogurt,5,5049,179
aerosol whipped topping,1,581.25,42
GENERAL CARGO,1,162,22
coffee filter and desinfecting wipes,3,1494,157
food products,8,7659,528
"extracts, flavoring liquids",1,164,26
DRY GROCERY,16,9272,869
DRY GROCERY,23,22688,715.11
lighter products,1,231,38
hba/hbc,1,194,20
HBA/HBC,3,3466,266
Flatware Cutlery,6,8674,600
dried cranberries,1,1325,56
HBC/HBA,5,2625,266
HBC/HBA,8,7124,600
HBA/HBC,2,1969,26
HBC/HBA,14,9545,620
LIP BALM,1,130,39
HBA/HBXC,3,1402,81
HBA/HBC,1,580,31
DRY GROCWERY,1,497,73
REF GROCERY,4,2100,268
plastic bins,13,3393,867
GENERAL CARGO,1,300,44
CANDIES ,1,93,13
DRY GROCERY,4,5304,173
DRY GROCERY,22,18347,1020
led parking ,1,280,25
nuts peanuts,7,4478,410
chercran,1,190,31
GENERAL CARGO,1,425,36
FROZEN FOOD,1,392,40
olives,1,715,26
hummu,2,887,78
ARTIFICIAl sausages,3,1105,164
YOGURT ALL KIND,13,14233,950
STAINLESS STEEL,1,250,51
cleaners ,6,10020,305
detergent,6,8761,302
FROZEN PRODUCTS,8,4093,450
cleaning supplies,1,783,64
bags and napkings,2,849,120
almond milk,1,1060,62
3 Motors 1/2 HP 1200 RPM,1,116,19
ref grocery,3,3007.57,148.26
ref grocery,2,256.31,13.52
margarine,1,1053,53
juice,23,43125,1023
GENERAL CARGO,1,60,40
resin pellets,4,5158,53
glasses wine ,3,754,242
dressing,1,661,42
dry fruits,7,6782,430
plastic conatiner,1,210,89
home articles,1,460,49
bakingcups,2,944,112
cereal,1,2048,73
ICE CREAM VANILLA BEAN PREM SCR,2,2271,180
DRY GROCERY ,36,33832,1404
meat,3,2950,147
racks ,4,4990,563
yogurt,5,5049,329
MARGARINE,9,12241.68,364.96
CANDY,1,134,28
Givaudan Fragances,1,1810,53
oil canola ,5,9522,326
DRY GROCERY,16,19308.19,608.88
fresh meat,11,16989,510
mozz,17,34362,678
greek yogurt,6,4510,300
tortillas ,15,16659,751
cheese parmesan ,7,5198,255
CHEESE ,9,8793.14,345
cottage cheese,2,2050,108
grocery,36,33831.87,1405.74
yogurt nonfat,6,4897,310
cheese,30,22317,1300
FRESH MEAT ,3,5545.7,178
CLEANERS,6,10988,360
candy,1,1155,44
frozen waffles,7,5984.25,410
GIVAUDAN,1,1358,52
seasoning ,1,1521,63
cereal,7,4090,450
plastex wheels ,1,171,12
juicve,6,5849,260
fage,3,1418.8,109
yogurt,2,1620,113
baileys,1,864,42
Clothing,5,3531,405
racks,9,8885,338
GENERAL CARGO,2,1848,245
alum foil ,5,4997,217
tilapia,1,500,49
ref groceries,12,15152,550.65
ref groceries,2,2386.08,121.72
cat filter,10,20590,620
silica,6,3838,250
DRY GROCERY,6,11105,320
"meat,seafood",7,4144.98,650
lighting fixtures,1,782,67
cleaner all purpose,1,520,28
industrial machinary,2,1100,117
tofu,2,3480,132
plastic film,2,2389,48
paper towels ,30,14789.7,1200
cookie,1,245,37
yogurt,5,4917,128
yogurt,12,14233,1100
DRY GROCERY,6,7954,340
beef,4,7180,311
CHARCOAL,10,10890,667
meat,12,20514,740
beef,4,7279,253
hba hbc,13,5573,870
tpcare,4,1110,117
DRY GROCERY,11,7208,850
hbc/hba,1,401,17
"glass,bleach",2,1308,56
hba/hba,1,1048,56
laxative/eye care,2,1040,70
hbc/hba,3,2325,103
hbc/hba,11,10470,830
hba/hba,9,6318,440
School supplies,5,2554,214
MARGARINE,4,7550,260
NATURE VALLEY,1,456,22
candy,1,150,61
printer,1,110,29
DRY GROCERY,6,5313,260
,2,1541,66
,3,2915,66
,1,240,33
miscellaneous,1,180,10
PRINT SUPPLIES,2,836,64
parmesan cheese,1,736.02,39.9
ref grocery,3,3076.58,141
REF GROCERY,32,26077,1134
Plastic films,11,16994,237
NUTSPEANUTS,5,2833,289
yogurt,11,12971,850
GENERAL CARGO,1,99,28
bobina,3,4283,141
base para a/c,1,2700,124
almond milk,5,8520,250
DRY GROCERY,2,1873,88
shelf,6,2550,375
SEMILLIA,1,925,43
Ref Groceries,2,3441.96,77.58
GENERAL CARGO,1,162,38
DRY GROCERY,14,9874,890
ref groceries,31,32339,1311.45
DRY GROCERY,7,19103.06,363
extracts,1,921,54
yogurt,1,192,22
printing ink,1,174,17
yogurt,7,4942,350
cottage cheese,2,2050,100
greek yogurt,6,4374,300
GENERAL CARGO,6,1400,350
DRY GROCERY,23,12191,1100
door rack,1,270,14
yogurt,5,4917,241
CANDY,1,135,40
DISPOSABLE ,2,1857,173
GENERAL CARGO,1,212,78
GENERAL CARGO,1,300,22
GENERAL CARGO,1,950,165
plastic articles,19,6890,1200
SYNTHETIC SAUSAGES,1,695,60
YOGURT,13,13500,950
bread,2,2322,102
frozen fish ,11,9568,470
GENERAL CARGO,2,1195,178
extracts flavorinng,1,185,17
jelly beans,1,318,31
"fondant,vanilla",4,7800,296
maraschino,2,2107,67
tissue,27,13062.6,1300
frozen fish,2,2280,122
